platform,text,user_id,total_interactions_count,statistics,username,statuses_count,followers_count,friends_count,favourites_count,media_count,user_created_at,user_description,conversation_id_str,created_at,profile_url,post_url,location,sentiment,sentiment_target,sentiment_reason,emotion,country,country_reason,country_code,country_geo,account_type,account_type_reason,media_url
twitter,විජේදාස කියනවා හම්බන්තොට වරාය විකුණන්න රාජපක්ෂලා යහපාලනේට සහය දුන්නලු! එදා මූ එතන අධිකරණ ඇමති!ගණිකා වෘතියේ යෙදෙන කාන්තාවත් ආත්ම ගෞරවයක් තියාගෙන තමන්ගේ රැකියාව කරන්නේ!නමුත් මුන් ගණිකාවකටත් අන්තයි. මහ දවල් ප්‍රශිද්ධියේ කිසිම විලිලැජ්ජාවක් නැති එකෙක්. මුංගෙන් රටට වැඩක් තියෙනවද? https://t.co/gdlkHP9BGv,1360723681840951299,7,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 7, 'reply_count': 0, 'view_count': 0}",Udayawickramar1,18580,1502,4768,3688,5790,Sat Feb 13 22:53:22 +0000 2021,රටත් එක්ක හිට ගනිමු! පරිසරය රැකගමු!සත්‍ය වෙනුවෙන් පෙනී සිටිමු!දූෂිත දේශපාලුවන්ට තරාතිරම නොබලා පහර දෙමු! නිදහස් නීතිගරුක නිවහල් දේශයක් වෙනුවෙන් ඇප කැප වෙමු!,1383237328886394880,2021-04-17 01:54:13,https://pbs.twimg.com/profile_images/1594554935999332353/Yw2rNd9A_normal.jpg,https://twitter.com/Udayawickramar1/status/1383237328886394880,,negative,China,"The post discusses political support for selling Hambantota Port to China, criticizing the Rajapaksa family and others. The tone is critical and negative towards Chinese involvement.",anger,Sri Lanka,Use of Sinhala language and references to Sri Lankan politics.,lk,"[7.0, 81.0]",Individual,Personal political and social activism statements suggest an individual.,https://pbs.twimg.com/media/EzI_BCdVUAQIdKn.jpg
twitter,"A good article By Samila on FB !

✅මුලින්ම කියන්න ඕනේ ලංකාවේ මිනිස්සු කරගත්ත ලොකුම අවුල යහාපාලන ආණ්ඩුව ගෙන ඒමයි. ලංකාව සංවර්ධනය වෙමින් ආවා විතරයි එයට එරෙහිව ජාතික හා ජාත්‍යන්තර වශයෙන් බොහෝ බලපෑම් ආවා. මට හිතාගන්නම බැරි ජවිපේ හැසිරීමයි. 1970 ඉදන් (2001-2005 හැරෙන්න) ඔවුන් පෙනී හිටියේම වැරදි මතයේ. යුද්ධය දිනාගෙන එනකොට, 2008 දී ඔවුන් අයවැය පරද්දන්න කටයුතු කලේ ඇයි කියන එක තවම ප්‍රශ්ණයක්. 
✅2009 දී මහින්ද ජනාධිපතිවරයාගේ මූලිකත්වයෙන් යුද්ධය ජයග්‍රහණය කලත්, 2010 ජනාධිපතිවරණයේදී ජවිපේ සහාය දුන්නේ මහින්ද රාජපක්ෂව පරද්දවන්න. ඇයි ඒ? ඇත්තටම ඒක ඔවුන් රටට කියන්න ඕනේ. ඇයි යුද්ධය දිනපු නායකයාව පරද්දන්න ඔවුන් කටයුතු කලේ?

✅යුද්ධයෙන් පසු මහින්ද රාජපක්ෂ ලංකාවේ බොහෝ සංවර්ධන කටයුතු කරන්න ගත්තා. බොහෝ දේ නිර්මාණය වුණා. කොළඹ නගරය දියුණු නගරයක් වුණා. ඩොලර් බිලියන 25 වගේ තිබුණු GDP එක ඩොලර් බිලියන 79 වගේ දක්වා වැඩි වුණා. හම්බන්තොට වරාය ගොඩනැගුණා. හැබැයි මේවා එක්ක රාජපක්ෂ හොරු කියන මතය සමාජගත වෙලා ඔවුන්ව 2015 දී පන්නා දානවා. ඒකට ජවිපෙත් සම්බන්ධ වුණා. එහි වුණේ කුමන්ත්‍රණයක් කියලා ජෝන් කෙරීගේ කතාවෙන් පැහැදිළි වුණා. 

2015 දී බිහිවුණේ කැද හැළියක් වගේ වූ ආණ්ඩුවක්. එහිදී එකිනෙකාට විරුද්ධ දේශපාලන මත ඇති පිරිස් ඒ ආණ්ඩු පාලනය කලා. එයින් ශ්‍රී ලංකා රාජ්‍ය පිරිහුණා. රටේ නැවත බෝම්බ පිපුරුවා. 

✅2019 දී ගෝඨා ආවා. ඒ එක්කම කෝවිඩ් ආවා. ගෝඨා කාබනික පොහොර පිස්සුවක් ගෙනත් අර්බුදයක් නිර්මාණය කලා. ඔහුම පත්කරපු පාත්පයින්ඩර් මිලින්ද මොරගොඩ වගේ අය ඒ අරගලය නිර්මාණය වීමට හේතු වුණා. එහෙම වෙලා 2022 මැයි 9 රාජ්‍යය කඩාවැටෙන්න ඔන්න මෙන්න තියෙනකොට රනිල් අගමැති වෙනවා. ඒ නිසා සාලීයට ඕනේ විදියට අන්තර්වාර පාලනයක් බිහිවෙන්නේ නැහැ. රනිල්ට හොද සහයක් පොහොට්ටුව ලබාදෙනවා. ඒ හරහා ඒ ආණ්ඩුව රැකෙනවා. 

✅දැන් පැමිණ තියෙන්නේ අරගලයෙන් පසු මුල්ම ජනාධිපතිවරණයයි. එහි ඉන්න ජනාධිපති අපේක්ෂකයන් අතරින් මට කෙලින්ම කියන්න පුළුවන් ජාතික ජනබලවේගයට පැහැදිළි වැඩසටහනක් නැහැ කියලා. ඒකේ එක් එක් අය එක එක දේ කියන්නේ. ප්‍රතිපත්ති සම්පුර්ණයෙන් වෙනස් මිනිස්සු එක් වූ තැනක් තමයි ජාතික ජනබලවේගය කියන්නේ. ජාතිකවාදීයෙක් විදියට කොහොමත් අනුරගේ ප්‍රතිපත්තිවලට එකග වෙන්න බැහැ. ඔවුන් විධායක ඡනාධිපතිධුර අහෝසි කරන්න එකගයි. රනිල්ට මම කොහොමත් විරුද්ධයි. ඔහු ක්‍රියාත්මක කරන්නේ IMF කියන දේ විතරයි. එයින් ලංකාවේ දේශපාලනික ව්‍යුහයට බොහෝ හානී වෙනවා වගේම අදාළ රටවල් ඔවුන්ගේ භූදේශපාලනික ඕනෑ එපාකම් ඉටුකරගන්නවා. සජිත්ගේ ආර්ථික වැඩසටහන යම් සාධනීය බවක් තියෙනවා හා එහි ආර්ථික ප්‍රතිපත්ති සම්බන්ධයෙන් බොහෝ වෙලාවට එක මතයක් තියෙනවා. හැබැයි බෙදුම්වාදී පක්ෂ ඔවුන්ට එක් වෙලා තියෙනවා. 

✅නාමල්ගේ ප්‍රතිපත්තිය මහින්ද චින්තනයේ ඉදිරි දැක්ම. ඔහුට පුළුවන් ඉදිරියේදී හොද වැඩපිළිවෙළක් එක්ක ඉදිරියට එන්න. ඔහුට හොද දේශපාලන අනාගතයක් තියෙනවා. ලංකාවේ දැනට පිළිගන්න පුළුවන්, පවතින ආර්ථික හා දේශපාලන ප්‍රශ්ණ විසදන්න පුළුවන් ජාතිකවාදී ප්‍රතිපත්ති එක්ක උපාය මාර්ගික වැඩපිළිවෙළක් ඉදිරිපත් කරලා තියෙන්නේ දිලිත් විතරයි. මෙවර ඔහු බොහෝ විට දිනන්නේ නැතිවෙයි. හැබැයි ජාතිකවාදී මිනිස්සු ඒ ප්‍රතිපත්ති තවමත් ශක්තිමත් කියලා පෙන්වන්න ඔහුට සහාය දෙන්න ඕනේ!

#srilanka  #SriLankaNews #srilankaelection
#NamalRajapaksa #Political #SLPP
#ethniccleansingOfSinhaleseInNorth 
@PresRajapaksa @RajapaksaNamal @Media_NR @RW_SRILANKA @anuradisanayake",1492438847321477121,9,"{'quote_count': 0, 'retweet_count': 3, 'like_count': 6, 'reply_count': 0, 'view_count': '195'}",KavithaRatwatte,12155,745,350,11749,1516,Sat Feb 12 10:02:27 +0000 2022,"I 👎🏽SAY No to Racism 👎🏽 No to Hate speech 👎🏽 no to child marriages 👎🏽 proud 🇱🇰’n follow ✝️☸️🕉️☪️ 👩‍👩‍👧‍👦 first, 🛫 engineer, tweet twice daily.",1833798754584997932,2024-09-11 09:24:28,https://pbs.twimg.com/profile_images/1900861996586639360/dNTKJhg1_normal.jpg,https://twitter.com/KavithaRatwatte/status/1833798754584997932,,neutral,China,"The post discusses political history and development including Hambantota Port, implying it as a significant investment. The tone is neutral to positive, reflecting a neutral sentiment towards China.",neutral,Sri Lanka,The user mentions being proud Sri Lankan and follows multiple religious symbols commonly associated with Sri Lanka.,lk,"[7.0, 81.0]",Individual,The user's description indicates personal interests in social issues and engineering.,
twitter,"පෝට් සිටි ගැන අප මධ්‍යස්ථ විය යුතු අැයි ? 
1. හම්බන්තොට වරාය , ත්‍රිකුණාමල තෙල් ටැංකි වැනි අවාසි ගිවිසුම් ගැසූවන් අද කතා නැත.
2. දේශපාලකයන්ගේ ගිවිසුම් මෙහි රැඳුණද ඔවුන් මෙහි රැඳේවියැයි ස්ථිර නැත. 
3. පවරාගන්නවා කියූ කිසිවක් කිසිදු අාණ්ඩුවක් මගින් පවරාගෙන නැත.
#SriLanka #lka",2945217588,7,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 6, 'reply_count': 1, 'view_count': 0}",DarNayanajith,15641,897,879,39074,231,Sat Dec 27 16:01:19 +0000 2014,BA Sp. in IR @ UOC. '2012',1399659167174955016,2021-06-01 09:28:44,https://pbs.twimg.com/profile_images/1598306761714601984/KP_WNmLM_normal.jpg,https://twitter.com/DarNayanajith/status/1399659167174955016,"Eheliyagoda, Sri Lanka",negative,China,"The post questions why Sri Lanka should be neutral about Port City and Hambantota Port deals, implying skepticism about political agreements involving China. The tone is skeptical and critical, reflecting negative sentiment.",disgust,Sri Lanka,Location explicitly stated and university abbreviation (UOC) likely University of Colombo.,lk,"[7.0, 81.0]",Individual,Educational background and year indicate a personal account.,
twitter,"හම්බන්තොට වරාය ගිය ආණ්ඩුවෙන් චීනෙට විකුනනකොට මේ වගේ චීන අකුරුත් නැහැ, චීන සෙල්ලන් මොකුත් නැහැ. 
හේතුව: 
යහපාලන කුක්කො සද්ද නැහැ එයාලගේ ආණ්ඩුව නිසා. පොහොට්ටුවො සද්දෙ දැම්මෙත් නැහැ චීන ගැතිභාවය නිසා. අද පොහොට්ටුවෝ සද්ද නැහැ, එදා කටයි පුකයි වහන් හිටපු යහපාලකයෝ කෑ ගහනවා. #පක්ෂවහල්ලු",2584899049,10,"{'quote_count': 0, 'retweet_count': 2, 'like_count': 6, 'reply_count': 2, 'view_count': 0}",TweetsbyNarada,15327,830,1557,17905,2143,Tue Jun 24 01:31:42 +0000 2014,"විශ්වය සැමටම යුක්තිය ඉටුවන ලස්සන ලොවක් සදම්.
Let's build a better world where justice is served for all.",1396858276130795524,2021-05-24 15:59:00,https://pbs.twimg.com/profile_images/1839292589335576576/h58Crjkn_normal.jpg,https://twitter.com/TweetsbyNarada/status/1396858276130795524,Los Angeles & Colombo,negative,China,"The post contrasts past and present governments’ handling of Hambantota Port and Chinese influence, criticizing Chinese presence and political complicity. The tone is negative and accusatory towards China.",anger,Sri Lanka,Location includes Colombo and description in Sinhala language.,lk,"[7.0, 81.0]",Individual,Personal mission statement and mixed location suggest an individual.,
twitter,"දැන් රනිල් හම්බන්තොට වරාය චීනෙට දුන්න එක හරිද, වැරදිද? එතකොට අපි ඒ ආන්ඩුව අයීන් කරලා වෙන ආන්ඩුවක් ගෙනාවේ මක්කටෙයී? අන්තෝ ජටා බහි ජටා  ජටාය ජටිතා පජා..",1269375633886449664,6,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 6, 'reply_count': 0, 'view_count': 0}",KOTTANOFFICIAL,26082,3867,3033,10435,1046,Sat Jun 06 21:08:44 +0000 2020,,1396271913144504320,2021-05-23 01:09:00,https://pbs.twimg.com/profile_images/1276715651093204992/9Tb5Wi-C_normal.jpg,https://twitter.com/KOTTANOFFICIAL/status/1396271913144504320,,neutral,China,"The post questions whether it was right or wrong to give Hambantota Port to China, reflecting public debate. The tone is neutral but implies controversy, reflecting neutral sentiment.",surprise,Unknown,No location or clear cultural clues provided.,,,Unknown,No description or identifying information provided.,
twitter,@IshanAbeygunaw1 අර හම්බන්තොට වරාය විකුණන පනත ට @PresRajapaksa @RajapaksaNamal ඇතුළු රාජපක්ෂ පවුලේ කිසිම කෙනෙක් සහභාගි නොවුණ වගේ 🤣,1466195686836211713,7,"{'quote_count': 1, 'retweet_count': 1, 'like_count': 5, 'reply_count': 0, 'view_count': '141'}",Nemal77PhD,7504,1124,109,9809,491,Thu Dec 02 00:01:23 +0000 2021,Tweets are personal views.,1672647245752090624,2023-06-25 01:25:02,https://pbs.twimg.com/profile_images/1672623688179671040/_7LhKj57_normal.jpg,https://twitter.com/Nemal77PhD/status/1672777889518075904,Singapore ,negative,China,"The post sarcastically denies involvement of Rajapaksa family in the law selling Hambantota Port to China, implying criticism. The tone is sarcastic and negative towards China.",disgust,Singapore,The location 'Singapore' suggests a Singaporean origin.,sg,"[1.367, 103.8]",Individual,"The user's description states that tweets are personal views, indicating an individual account.",
twitter,"2015 - 2019 කාල සීමාවේ විකිණූ ඩොලර් මිලියන 13,000කට ආසන්න ජාත්‍යන්තර ස්වෛරී බැඳුම්කර, ඩොලර් මිලියන 750ක පමණ  ස්වෛරි බැඳුම්කර වාරික ගෙවන්න සිද්ද වුනේ මහින්ද නිසාද?
හම්බන්තොට වරාය හා  රාජ්‍ය සම්පත් විකුණා ඩොලර් සොයා ගත්තේ එදා වේල කෑමටය. එදා වේල කෑමට ඩොලර් සපයා ගත්තේ මහින්දද?",1376102453402341377,11,"{'quote_count': 0, 'retweet_count': 4, 'like_count': 5, 'reply_count': 2, 'view_count': '230'}",sarasavi82,16744,965,964,16864,4236,Sun Mar 28 09:23:21 +0000 2021,,1668887723044753409,2023-06-14 07:46:54,https://pbs.twimg.com/profile_images/2017518249114587136/dvLL6IO0_normal.jpg,https://twitter.com/sarasavi82/status/1668887723044753409,"Salvador, Brazil",negative,China,"The post questions if Mahinda Rajapaksa was responsible for selling Hambantota Port and state assets to get dollars, implying criticism of the deal involving China. The tone is critical and negative.",anger,Brazil,"Location explicitly stated as Salvador, Brazil.",br,"[-10.0, -55.0]",Unknown,No description or identifying information provided.,
twitter,හම්බන්තොට වරාය බදු දෙනකොට අපේ ආණ්ඩුවක් යටතේ පවරාගන්නවා කියපු පොහොට්ටු මන්ත්‍රී වරු පව් ඕයි,1439013441071509504,8,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 5, 'reply_count': 2, 'view_count': 0}",SumanaAbeyseke1,58849,828,981,35883,2871,Fri Sep 17 23:48:48 +0000 2021,"#ආර්ථිකඝාතකයෝ 

රට හදන්න සුදුසුම අත්‍යවශ්‍ය යෝජනා දේශපාලන සංස්කෘතියක් උදෙසා නව යෝජනා",1600499092513329153,2022-12-07 14:34:54,https://pbs.twimg.com/profile_images/1527135126353653761/OmNkAGfs_normal.jpg,https://twitter.com/SumanaAbeyseke1/status/1600499092513329153,,negative,China,"The post accuses certain politicians of wrongdoing related to leasing Hambantota Port to China, reflecting negative sentiment towards China’s involvement.",anger,India,The lack of explicit location and the user description suggest an Indian origin.,in,"[20.0, 77.0]",Individual,The user description includes personal interests and activities.,
twitter,"@yunesh_k ඇත්තටම කොහොමද බන් ඉන්ටනෙට් පාවිච්චි කරන එවුනුත් මෙච්චර ගොන් වෙන්නෙ..
උඹ හොයල බලපන් පෝට් සිටියෙ චීනගෙ ඉන්වෙස්ට්මන්ට් එකේ ගාන කීයද, හම්බන්තොට වරාය චින ගත්තෙ කීයටද කියල ,, උබල වගේ එවුන්ට ඔය ඉන්ෆො දාන එකේ මෙලෝ වැඩක් නෑ..
එච්චරට ගොන්. මහින්ද ට රැවටිල ඩයනගෙ ටෝක්ස් වලටත් රැවටෙන 🐄",1514096818640019457,6,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 5, 'reply_count': 1, 'view_count': 0}",Saho01062460,4866,396,720,10786,244,Wed Apr 13 04:23:25 +0000 2022,A Civilian,1593835955089068032,2022-11-19 05:42:38,https://pbs.twimg.com/profile_images/1521100189494542337/bSjVfWfu_normal.jpg,https://twitter.com/Saho01062460/status/1593842162684174336,,negative,China,"The post criticizes people for not knowing the details of Chinese investments in Hambantota Port, implying frustration and negative sentiment towards China.",disgust,Unknown,No location or cultural clues provided.,,,Individual,"Self-described as a civilian, indicating a personal account.",
twitter,"හම්බන්තොට වරාය සම්බන්ධයෙන් චීන සමාගම්වලට දුන් බදු සහන බලරහිත කරන ලෙස ඉල්ලා පෙත්සමක්

#adaderanasinhala #lka #slnews 
වැඩි විස්තර - https://t.co/JlZWh48vzI https://t.co/Z1U5VA3Ro5",183904448,8,"{'quote_count': 1, 'retweet_count': 1, 'like_count': 5, 'reply_count': 1, 'view_count': 0}",adaderanasin,219125,197519,8,96,131222,Sat Aug 28 04:54:46 +0000 2010,"ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා
#adaderana #srilanka #news #SLnews",1376835519636725760,2021-03-30 09:55:42,https://pbs.twimg.com/profile_images/1847218956957814784/FQH7pXFD_normal.jpg,https://twitter.com/adaderanasin/status/1376835519636725760,Sri Lanka,neutral,China,"The post reports a petition demanding tax relief for Chinese companies related to Hambantota Port, implying scrutiny of Chinese privileges. The tone is neutral to critical.",fear,Sri Lanka,Reason: Use of Sinhala language and reference to Sri Lankan news.,lk,"[7.0, 81.0]",Media,"Identified as a leading and trusted news provider in Sri Lanka, indicating a media outlet.",https://pbs.twimg.com/media/ExuAm_tXIAIE9NB.jpg
twitter,"මෙය චයිනා ඩෙබිට් උගුල ලෙස හැඳින්වේ.මෙම ගනුදෙනුව සිදු කළ ඇමතිවරු කිසි විටෙක පසුතැවෙන්නේ නැත. චීන වෛරසය අපේ රට විනාශ කර ඇති අතර කිසි විටෙකත් ශ්‍රී ලංකාවෙන් පිටව යන්නේ නැත. චීනය හම්බන්තොට වරාය බද්ද වසර 198 දක්වා දීර් s කරයි
#srilanka #colombo @ThilinaPrasang4
https://t.co/vAqnGZXmQu",1158972625521139712,6,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 5, 'reply_count': 1, 'view_count': 0}",CatherineLka,6964,4372,3412,7742,1171,Wed Aug 07 05:26:21 +0000 2019,"Planting Trees and Discovering the Truth !!
ජීවිතය දිගු නොවිය යුතුය, එය විශාල විය යුතුය.

(https://t.co/Rhf8KI6hNt)",1364821873905655810,2021-02-25 06:17:46,https://pbs.twimg.com/profile_images/1948042124764880896/QYljmZul_normal.jpg,https://twitter.com/CatherineLka/status/1364821873905655810,"kandy,Sri lanka",negative,China,"The post calls the Hambantota Port deal a 'China debt trap' and accuses China of destroying Sri Lanka, reflecting strong negative sentiment.",anger,Sri Lanka,"Location in Kandy, Sri Lanka.",lk,"[7.0, 81.0]",Individual,The user description includes personal interests and activities.,
twitter,"ඉන්දු චීන ගැටුමින් චීන හමුදා භටයින් 4ක් මිය ගිහින්.
ඉන්දියාවට හා චීනෙට කොලඹ වරාය ජැටි. චීනෙට හම්බන්තොට වරාය. 
යාපනය අර්ඨද්වීපයේ විශාලම දූපත විදුලි ව්‍යාපෘතියක් සදහා චීනෙට. 
දූපතේ සිට ඉන්දියාවට දුර කි.මි 42.5. 
ලෝක බලවතුන්ගෙ යුදපිටියක් බවට ලංකාව පත්වේද? https://t.co/tna0rUfHm6",2266065026,5,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 5, 'reply_count': 0, 'view_count': 0}",realChamith,32897,2477,1631,64115,3138,Sat Dec 28 15:35:47 +0000 2013,Founder & CEO at Nexcode London | SaaS | Growth & Digital Products 🚀 | London Met grad |,1362660908296638467,2021-02-19 07:10:52,https://pbs.twimg.com/profile_images/2040053772949573633/LlI47FYm_normal.jpg,https://twitter.com/realChamith/status/1362660908296638467,London | Colombo ,negative,China,"The post mentions Chinese military deaths in India-China conflict and Chinese investments in Colombo and Hambantota Ports, questioning Sri Lanka’s geopolitical position. The tone is concerned and somewhat negative towards China.",fear,Sri Lanka,"Location includes Colombo and London, with Sri Lankan context implied.",lk,"[7.0, 81.0]",Individual,Founder & CEO with educational background indicates a personal professional account.,https://pbs.twimg.com/media/Eukk3dzUUAAR_B6.jpg
twitter,@Dileep_Wije හම්බන්තොට වරාය සින්නක්කරේට චීනෙට වික්කා.....ස්තූතී ජනාධිපති තුමනි ........අම්මා හිටියා නං අම්මාවත් විකුනලා .......😜,1607923824300855296,6,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 4, 'reply_count': 2, 'view_count': '170'}",RuwanMallikara1,3181,125,724,22326,627,Wed Dec 28 02:18:58 +0000 2022,,1795702510017241404,2024-05-29 09:18:04,https://pbs.twimg.com/profile_images/1614975711139303425/X822VL4d_normal.jpg,https://twitter.com/RuwanMallikara1/status/1795746420349350284,,negative,China,"The post sarcastically thanks the president for selling Hambantota Port to China, implying strong negative sentiment.",disgust,Unknown,No location or clues provided.,,,Unknown,No description or identifying information provided.,
twitter,@RatataHithathiA මට මතක් වෙනවා හම්බන්තොට වරාය විවුර්ත කරන උත්සවයට මහින්ද නටපු නාඩගමට ගිය වියදම. #SriLanka https://t.co/rMg7h8Q0qo,2584899049,5,"{'quote_count': 0, 'retweet_count': 0, 'like_count': 4, 'reply_count': 1, 'view_count': '77'}",TweetsbyNarada,15327,830,1557,17905,2143,Tue Jun 24 01:31:42 +0000 2014,"විශ්වය සැමටම යුක්තිය ඉටුවන ලස්සන ලොවක් සදම්.
Let's build a better world where justice is served for all.",1741434443351663048,2024-01-01 01:31:57,https://pbs.twimg.com/profile_images/1839292589335576576/h58Crjkn_normal.jpg,https://twitter.com/TweetsbyNarada/status/1741633324244717832,Los Angeles & Colombo,irrelevant,China,No mention or implication of China.,irrelevant,Sri Lanka,Location includes Colombo and description in Sinhala language.,lk,"[7.0, 81.0]",Individual,Personal mission statement and mixed location suggest an individual.,https://pbs.twimg.com/media/GCuGO7uXwAAi841.png
twitter,"බොළද තර්ක කරමින් නාකි මයිනාව ශුද්ධ කරන්නේ ඇයි ?

හම්බන්තොට වරාය වගේම තමයි කොළඹ වාරය 
මේවා ජනතාවට අයිතියි

කොළඹ වාරය හම්බන්තොට වරාය අතර වෙනස මොකද්ද?",1439013441071509504,7,"{'quote_count': 1, 'retweet_count': 0, 'like_count': 4, 'reply_count': 2, 'view_count': '146'}",SumanaAbeyseke1,58849,828,981,35883,2871,Fri Sep 17 23:48:48 +0000 2021,"#ආර්ථිකඝාතකයෝ 

රට හදන්න සුදුසුම අත්‍යවශ්‍ය යෝජනා දේශපාලන සංස්කෘතියක් උදෙසා නව යෝජනා",1719268786778554506,2023-10-31 08:23:15,https://pbs.twimg.com/profile_images/1527135126353653761/OmNkAGfs_normal.jpg,https://twitter.com/SumanaAbeyseke1/status/1719268786778554506,,neutral,China,"The post compares Hambantota Port and Colombo Port as public assets, implying political debate but no direct mention of China. Sentiment is neutral.",neutral,India,The lack of explicit location and the user description suggest an Indian origin.,in,"[20.0, 77.0]",Individual,The user description includes personal interests and activities.,
twitter,"හම්බන්තොට වරාය පරිශ්‍රයට තීරු බදු රහිත සාප්පු සංකීර්ණයක්
Read more&gt;&gt;&gt; https://t.co/8VRS5pgrL8
#Hirunews #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts https://t.co/rPqRMPdJiE",351341475,5,"{'quote_count': 0, 'retweet_count': 1, 'like_count': 4, 'reply_count': 0, 'view_count': '759'}",hirunews,106596,200662,8,111,80994,Tue Aug 09 03:29:46 +0000 2011,"Hiru News, Latest news updates and discussions from Sri Lanka. Official news portal of Asia Broadcasting Corporation.",1668865892212670466,2023-06-14 06:20:09,https://pbs.twimg.com/profile_images/1261671246846144516/PN_-1D2B_normal.jpg,https://twitter.com/hirunews/status/1668865892212670466,Colombo ,irrelevant,China,No mention or implication of China.,irrelevant,Sri Lanka,The user is associated with Hiru News in Sri Lanka.,lk,"[7.0, 81.0]",Media,Clearly identified as a news portal providing news updates from Sri Lanka.,https://pbs.twimg.com/media/FykArkkaAAA5S-Z.png
twitter,"බලන්නකො ඉතින් චීනා ලංකාවෙ හදපුවා,

නොරොච්චොලෙ හැමතිස්සෙම ඩවුන්

හම්බන්තොට වරාය හැදුවා ගලක් ඉතුරැ කරලා ( පස්සෙ ගල කඩන්න උනා)

නෙලුම් කුලුන හදලා ක්‍රියාත්මක කරන්න බැරිව හිටියා අවුරැදු 3ක්.

පොට් සිටිය මුහුදට හෙදිලා යයිද මන්දා චීනා ලංකාවෙ කරපු නැඩ බැලුවම 🤔",1061142887553884160,6,"{'quote_count': 1, 'retweet_count': 0, 'like_count': 4, 'reply_count': 1, 'view_count': 0}",Toddy_Lad,19748,2264,1211,93271,2107,Sat Nov 10 06:25:54 +0000 2018,"🅻🅾🆅🅴 🅶🅸🅽 & 🆃🅾🅽🅸🅲 සාමාන්‍යය මනුස්සයෙක්,❤️ ජොලියෙන්, සැහැල්ලුවෙන්, වෛරයෙන් තොරව ගෙවන්න ඔන මේ ජිවිතෙ. පොඩ්ඩක් දෙශපාලකයන්ට බයින්නත් ඕනා 😉",1574685870715969538,2022-09-27 09:02:22,https://pbs.twimg.com/profile_images/1080014735620345856/Wo-TOmT1_normal.jpg,https://twitter.com/Toddy_Lad/status/1574685870715969538,Sri Lanka,negative,China,"The post discusses Chinese construction of Hambantota Port and criticizes delays and failures, reflecting negative sentiment towards China.",disgust,Sri Lanka,"The user description includes references to Sri Lankan culture, indicating the likely country of origin.",lk,"[7.0, 81.0]",Individual,The personal description and location details indicate an individual account.,
twitter,@BuviniL මුන්ගේ කතාවලට ඇත්තටම ඉස්සරනම් මමත් රැවටුනා. හම්බන්තොට වරාය ඕපන් කරන කොට කිව්වේ වරාය ලගින් යන නැව්වලට වතුර විකුන්නත් අපි ගොඩ කියල. අන්තිමට වරායත් චීනෙට දුන්නා. සමහරවිට මේකත් 😬,945477498,7,"{'quote_count': 0, 'retweet_count': 2, 'like_count': 4, 'reply_count': 1, 'view_count': 0}",JWeerawardane,1976,390,807,7408,205,Tue Nov 13 09:39:58 +0000 2012,"A Father, A Husband, A Man - Focus on the Family. Human rights, System change.",1571162311209123841,2022-09-17 15:44:29,https://pbs.twimg.com/profile_images/1611537031020314624/v17W8pzL_normal.jpg,https://twitter.com/JWeerawardane/status/1571163189634797570,Colombo,negative,China,"The post mentions Hambantota port being given to China, with a tone of regret and suspicion, implying a negative sentiment towards China’s involvement.",disgust,Sri Lanka,Location explicitly stated as Colombo and description fits local context.,lk,"[7.0, 81.0]",Individual,Personal family roles and social interests indicate an individual.,
twitter,"රනිල් හාමු , රත්තරන් මලික් අයියයි , ආර් පාස්කරලිංගම් හා චරිත රත්වත්තේ විසින් නොරිච්චෝලේ ගල් අඟුරු බලාගාරයට ගල් අඟුරු සැපයීමේදී මුදල් වංචාවක් කලාය යන චෝදනාව 
රත්තරන් මලික් අයියා ,  ප්‍රජාතන්ත්‍රවාදි රනිල් හාමු එකතු වෙලා  හම්බන්තොට වරාය විකිණීම 

වගෙ එව තිබුණොත් අටපට්ටමට කියන්න ඈ",1376102453402341377,9,"{'quote_count': 0, 'retweet_count': 3, 'like_count': 4, 'reply_count': 2, 'view_count': 0}",sarasavi82,16744,965,964,16864,4236,Sun Mar 28 09:23:21 +0000 2021,,1521402885715677185,2022-05-03 08:15:18,https://pbs.twimg.com/profile_images/2017518249114587136/dvLL6IO0_normal.jpg,https://twitter.com/sarasavi82/status/1521403008730361856,"Salvador, Brazil",negative,China,"The post refers to allegations of corruption related to Hambantota port sale, implicitly involving China as the port was sold to them, reflecting a negative sentiment.",anger,Brazil,"Location explicitly stated as Salvador, Brazil.",br,"[-10.0, -55.0]",Unknown,No description or identifying information provided.,
